env_seed,episode_id,total_timesteps,stuck,mean_velocity,total_distance,collision_times,time_to_first_collision,distance_to_first_collision
3444837047,0,1000,False,2.13851912342369,106.91401013665,3,42,2.05525309178046
2669555309,0,115,True,1.29707004482835,7.41280047650603,16,94,7.07893868084313
2046530742,0,346,True,1.94594870513129,33.7203132560351,13,334,33.6885780059166
3581440988,0,1000,False,2.1440988002242,107.265617276332,0,-1,-1
1691623607,0,508,True,1.98138894287547,50.3856240690662,13,495,50.3537236249949
2099784219,0,39,True,0.470253218354225,0.927290593107707,13,27,0.917687398631349
1184028159,0,479,True,1.87666954633618,44.9746379590387,14,84,6.16271976466341
862288241,0,38,True,0.461333461687865,0.90126828674864,13,26,0.884783854796512
1333843299,0,1000,False,2.14033606522589,106.983302939106,0,-1,-1
2170464109,0,320,True,1.8292470454664,29.2230141182851,17,216,20.8752414941932
2705014006,0,123,True,1.31145232387172,8.02088867558225,18,101,7.97763286606752
2468990893,0,827,True,2.11115606440451,87.348254713351,14,813,87.3221378494854
3915829765,0,305,True,1.92986696762864,29.4661630305031,13,292,29.4292652517859
3957024168,0,135,True,1.29341945448774,8.63906151742724,20,104,8.23135990002413
2128606514,0,298,True,1.82318101030694,27.2343086831622,14,285,27.2061872627853
1741519417,0,1000,False,2.11450836937915,105.654145899301,4,833,89.7860351330537
2996663166,0,30,True,0.315501997388344,0.477920081551177,12,19,0.474036252652308
4178181242,0,1000,False,2.0512351650722,102.418299479273,4,260,24.6773179087496
563021890,0,240,True,1.71190308715326,20.5286385877467,17,97,7.5936964121041
3657378459,0,260,True,1.85743762290309,24.2534794270776,13,248,24.2453212280482
,,453.15,,1.64022635080746,45.1374519602925,11.55,218.4,21.3479957990288
