env_seed,episode_id,total_timesteps,stuck,mean_velocity,total_distance,collision_times,time_to_first_collision,distance_to_first_collision
3444837047,0,247,True,1.74376968482396,21.4583915916977,17,220,21.0340008727473
2669555309,0,43,True,0.552558575008366,1.18521300421791,14,30,1.16532015119153
2046530742,0,366,True,1.83715041915597,33.5906388237904,16,200,18.9582450505253
3581440988,0,155,True,1.50955910862188,11.7639623817046,13,143,11.7463859404685
1691623607,0,516,True,1.77436880127288,45.6110793951997,21,67,4.37243486704385
2099784219,0,41,True,0.503918606946599,1.04353407251389,14,28,1.02293136729463
1184028159,0,288,True,1.66222349801484,23.8765584444211,16,87,6.29558972982525
862288241,0,38,True,0.447581867174932,0.881965067897452,13,26,0.870608488617328
1333843299,0,123,True,1.0860368656084,6.7256899802186,29,91,6.6711860807435
2170464109,0,379,True,1.81817773098798,34.5500716002767,19,116,9.45896397221478
2705014006,0,419,True,1.9696431121405,41.3414684379768,14,298,29.8238903621803
2468990893,0,61,True,0.857034073336236,2.6538246993649,13,49,2.62858942393743
3915829765,0,206,True,1.48778042212616,15.375372280388,18,62,3.89617982861688
3957024168,0,164,True,1.38009523619403,11.3689226413745,14,126,9.94946930080062
2128606514,0,289,True,1.80015626757003,25.9516254168662,17,263,25.6009401578469
1741519417,0,1000,False,1.93316056605687,96.3032049663632,9,191,17.8710077004459
2996663166,0,32,True,0.298209475619138,0.482701223726024,14,19,0.466155495929863
4178181242,0,637,True,1.84180664365555,58.4457250705996,21,91,6.7475242776784
563021890,0,251,True,1.67263642828901,20.9758650443633,16,99,7.73298988891268
3657378459,0,1000,False,2.06924192471989,103.389506085964,2,519,53.461768709691
,,312.75,,1.41225546536616,27.8487660114462,15.5,136.25,11.9887090833356
