env_seed,episode_id,total_timesteps,stuck,mean_velocity,total_distance,collision_times,time_to_first_collision,distance_to_first_collision
3444837047,0,439,True,1.9030347475813,41.821362339121,15,147,13.0967962609117
2669555309,0,116,True,1.35969187976485,7.87738086355715,15,98,7.69144087969016
2046530742,0,144,True,1.59006245297187,11.5019953287314,13,132,11.4755067166533
3581440988,0,172,True,1.61258117229203,13.9514711475676,18,153,13.8723475928218
1691623607,0,136,True,1.38468635193047,9.37488744027358,17,112,9.03730402016471
2099784219,0,401,True,1.96052289817672,39.3445320910895,21,377,39.2499086779771
1184028159,0,78,True,1.05578303021894,4.16832664827282,15,64,4.14300931776209
862288241,0,37,True,0.477766082604085,0.881401147465162,13,25,0.861117957927291
1333843299,0,42,True,0.535895715802851,1.1476749069757,13,30,1.12924859965627
2170464109,0,71,True,0.996589695673062,3.5912526533327,14,58,3.56149584303915
2705014006,0,93,True,1.24358870758778,5.82502924970952,14,80,5.78986669777616
2468990893,0,1000,False,2.14827227594854,107.437806791106,1,79,5.65784411443533
3915829765,0,137,True,1.53073272489846,10.555527034586,13,125,10.543731088607
3957024168,0,36,True,0.429550906478437,0.807691788467288,13,24,0.795492076748372
2128606514,0,61,True,0.742880341906477,2.31005032831848,15,45,2.27445347935153
1741519417,0,473,True,2.02252326162861,47.7800951471862,18,447,47.4007911030454
2996663166,0,124,True,1.3012010306986,8.00971316001781,17,97,7.586477687745
4178181242,0,250,True,1.81624231004449,22.7707469574073,17,231,22.6959293758694
563021890,0,370,True,1.96347603874862,36.3063973576324,16,347,35.9262080864832
3657378459,0,99,True,1.28835452960598,6.37639706779439,15,85,6.33749645081966
,,213.95,,1.36817180772811,19.0919869724306,14.65,137.8,12.4563233013742
